Business,City,State,Category,Latitude,Longitude,Price,Reviews,Rating
Uncle Boons,New York,NY,Thai,40.72113286,-73.99432863,3,896,4
Besfren,New York,NY,Coffee & Tea,40.746963,-73.98533,2,726,4
Porto Rico Importing Company,New York,NY,Coffee & Tea,40.729492,-74.001621,1,441,4.5
Danji,New York,NY,Korean,40.764,-73.98686,2,983,4
Yakitori Taisho,New York,NY,Japanese,40.729535,-73.9892642,2,1562,3.5
Joe's Pizza,New York,NY,Pizza,40.73331,-73.98763,1,826,4
Bondst,New York,NY,Japanese,40.726934,-73.994404,3,948,4
Cho Dang Gol Korean Restaurant,New York,NY,Korean,40.75023651,-73.98619843,2,1028,4
The NoMad Bar,New York,NY,Cocktail Bars,40.74493654,-73.98851976,3,462,4.5
La Esquina,New York,NY,Latin American,40.721372,-73.997529,2,2005,3.5
Salinas,New York,NY,Spanish,40.7436999,-74.00314,4,905,4
Crave Fishbar,New York,NY,Seafood,40.755136,-73.968683,3,698,4
La Colombe Coffee,New York,NY,Coffee & Tea,40.72396,-73.99643,2,660,4
Hourglass Tavern,New York,NY,American (Traditional),40.760952,-73.9903269,2,738,4
The Capital Grille,New York,NY,Steakhouses,40.75114,-73.97491,3,788,4
Dons Bogam BBQ & Wine Bar,New York,NY,Korean,40.74678,-73.98437,3,977,4
Hold Fast Kitchen and Spirits,New York,NY,Cocktail Bars,40.76064,-73.99023,2,235,5
Loi Estiatorio,New York,NY,Greek,40.765385,-73.978002,3,336,4.5
Market Table,New York,NY,American (New),40.72976593,-74.00376653,3,784,4
The Wild Son,New York,NY,American (New),40.74073,-74.00836,2,441,4.5
Flip Sigi,New York,NY,Filipino,40.73405,-74.00642,2,661,4
Trattoria Dell'Arte,New York,NY,Italian,40.76529565,-73.98046282,3,967,4
Georgetown Cupcake,New York,NY,Bakeries,40.72382442,-73.99945246,2,870,4
La Pulperia UES,New York,NY,Latin American,40.7766202,-73.9523275,2,716,4
SUGARFISH by sushi nozawa,New York,NY,Sushi Bars,40.73901,-73.98882,3,756,4
Lido,New York,NY,Italian,40.80497978,-73.954826,2,942,4
Boka,New York,NY,Korean,40.729519,-73.989104,2,1489,3.5
Supper,New York,NY,Italian,40.7229,-73.98527,2,1255,4
Pisticci,New York,NY,Italian,40.8141624,-73.960288,2,817,4
Benemon,New York,NY,Japanese,40.72551,-73.98838,2,516,4.5
Robert,New York,NY,American (New),40.767394,-73.982036,3,896,4
Perry St,New York,NY,American (New),40.73442,-74.00971,3,927,4
Citizens of Chelsea,New York,NY,Coffee & Tea,40.748123,-74.000569,2,633,4
Boqueria Spanish Tapas - Upper East Side,New York,NY,Tapas/Small Plates,40.771522,-73.956073,3,699,4
The Donut Pub,New York,NY,Bakeries,40.738867,-73.999811,1,862,4
Dhaba Indian Cuisine,New York,NY,Indian,40.742364,-73.982813,2,1463,3.5
Calle Dao - Chelsea,New York,NY,Cuban,40.7476515,-74.0037312,2,498,4.5
Cornerstone Cafe,New York,NY,Italian,40.72206183,-73.98324957,2,1089,4
Agora Turkish Restaurant,New York,NY,Turkish,40.77492,-73.95412,2,514,4.5
nonono,New York,NY,Tapas/Small Plates,40.74545,-73.98499,2,514,4.5
Supermoon Bakehouse,New York,NY,Bakeries,40.71991,-73.9872,2,640,4
Gray's Papaya,New York,NY,Hot Dogs,40.77837831,-73.98155817,1,1345,3.5
Van Leeuwen Ice Cream,New York,NY,Ice Cream & Frozen Yogurt,40.73442081,-74.00127228,2,464,4.5
Hometown Hotpot & BBQ,New York,NY,Hot Pot,40.71931,-73.9968899,2,1139,4
Marta,New York,NY,Pizza,40.74452128,-73.98458285,3,848,4
Asuka Sushi,New York,NY,Japanese,40.74529,-73.99888,2,901,4
Totto Ramen - Midtown East,New York,NY,Ramen,40.75621848,-73.96797229,2,1089,4
Jeepney,New York,NY,Filipino,40.730294,-73.9835395,2,1052,4
District Tap House,New York,NY,Sports Bars,40.75409,-73.99039,2,801,4
Mysttik Masaala,New York,NY,Food Trucks,40.75932,-73.97209,1,358,4.5
Uncle Gussy's,New York,NY,Food Trucks,40.75768133,-73.97329537,1,447,4.5
Manousheh,New York,NY,Lebanese,40.7293499,-74.00134,1,402,4.5
Carmine's Italian Restaurant - Upper West Side,New York,NY,Italian,40.791077,-73.973763,2,1286,4
The Grey Dog - Union Square,New York,NY,Coffee & Tea,40.733828,-73.993052,2,1013,4
Mikey Likes It Ice Cream,New York,NY,Ice Cream & Frozen Yogurt,40.729385,-73.981359,1,487,4.5
Peng's Noodle Folk,New York,NY,Chinese,40.77726,-73.94932,2,407,4.5
NY Dosas,New York,NY,Indian,40.73083861,-73.9986378,1,420,4.5
Fish Cheeks,New York,NY,Seafood,40.7258,-73.9927,2,474,4.5
Riverpark,New York,NY,American (New),40.73937342,-73.97348434,3,787,4
Cafe Boulud,New York,NY,French,40.77444,-73.96396,4,706,4
Strip House Downtown,New York,NY,Steakhouses,40.73445,-73.99337,4,960,4
Cupcake Market,New York,NY,Cupcakes,40.72716141,-73.98670959,2,295,4.5
Nerai,New York,NY,Greek,40.7602,-73.97308,3,443,4.5
Blank Slate Coffee + Kitchen,New York,NY,Coffee & Tea,40.7453293,-73.9845257,2,589,4
Sunny and Annie's,New York,NY,Sandwiches,40.724653,-73.981702,1,467,4.5
Tavola,New York,NY,Italian,40.755403,-73.994516,2,890,4
The Wayland,New York,NY,Cocktail Bars,40.7251,-73.9778,2,489,4.5
Totto Ramen Hell's Kitchen,New York,NY,Ramen,40.765055,-73.991001,2,1033,4
Grom,New York,NY,Ice Cream & Frozen Yogurt,40.73052718,-74.00240421,2,887,4
Take31,New York,NY,Korean,40.7463,-73.984809,2,558,4
Hakata Tonton,New York,NY,Japanese,40.733234,-74.003326,2,986,4
Franchia Vegan Cafe,New York,NY,Korean,40.74747121,-73.98124234,2,882,4
La Colombe Coffee,New York,NY,Coffee & Tea,40.728221,-73.993165,2,562,4
230 Fifth Rooftop Bar,New York,NY,Cocktail Bars,40.7440395,-73.9881258,2,3486,3
Wolfgang's Steakhouse,New York,NY,Steakhouses,40.74668187,-73.98205715,4,931,4
Dos Toros Taqueria,New York,NY,Mexican,40.73368155,-73.98970494,1,1310,4
Oiji,New York,NY,Korean,40.72727,-73.98585,3,481,4.5
Coney Shack,New York,NY,Food Trucks,40.756127,-73.986265,1,287,4.5
Hide-Chan Ramen,New York,NY,Ramen,40.75613,-73.9682,2,1316,3.5
Somtum Der,New York,NY,Thai,40.7252152,-73.98427417,2,692,4
Tomoe Sushi,New York,NY,Sushi Bars,40.7277,-74.0001599,3,913,4
Piacere,New York,NY,Pizza,40.7196979,-73.9951175,2,663,4
Da Andrea,New York,NY,Tuscan,40.736218,-73.99597,2,723,4
Mamasita Bar & Grill,New York,NY,Mexican,40.76733,-73.98945,2,976,4
Corner Bistro,New York,NY,Burgers,40.738037,-74.003684,2,1497,3.5
Barrio Chino,New York,NY,Mexican,40.718022,-73.990026,2,1094,4
Palma,New York,NY,Italian,40.73115,-74.00233,3,689,4
Radiance Tea House and Books,New York,NY,Asian Fusion,40.7639799,-73.98065,2,836,4
Times Square Diner,New York,NY,American (Traditional),40.76140369,-73.98696853,2,862,4
Davey's Ice Cream,New York,NY,Ice Cream & Frozen Yogurt,40.7279493,-73.9852999,1,507,4.5
Kyo Ya,New York,NY,Japanese,40.7267,-73.98534,4,450,4.5
Kashkaval Garden,New York,NY,Mediterranean,40.766758,-73.986144,2,549,4
Emporio,New York,NY,Italian,40.7226371,-73.9951331,2,759,4
The Candle Cafe,New York,NY,Vegan,40.771434,-73.959146,2,895,4
Fishmarket Restaurant,New York,NY,Seafood,40.70717,-74.00192,2,535,4.5
by CHLOE. Flatiron,New York,NY,Salad,40.74197,-73.99292,2,740,4
One If By Land Two If By Sea,New York,NY,American (New),40.732498,-74.002595,4,1372,3.5
Bite,New York,NY,Sandwiches,40.733163,-73.986158,1,608,4
SakaMai,New York,NY,Japanese,40.72095367,-73.98814072,3,627,4
4 Charles Prime Rib,New York,NY,Steakhouses,40.73513,-74.00065,3,225,5
Carbone,New York,NY,Italian,40.728,-74.0001497,4,916,4
Spice Symphony,New York,NY,Indian,40.744722,-73.981202,2,577,4
Grounded,New York,NY,Coffee & Tea,40.73806,-74.0034,1,716,4
&pizza,New York,NY,Pizza,40.745294,-73.9880992,2,391,4.5
Saigon Vietnamese Sandwich Deli,New York,NY,Sandwiches,40.7199582,-73.9958631,1,604,4
The Meatball Shop,New York,NY,Italian,40.736125,-74.000607,2,863,4
Cote,New York,NY,Korean,40.741192,-73.991314,3,757,4
Noodle Village,New York,NY,Chinese,40.714167,-73.998803,1,1025,4
VIV,New York,NY,Thai,40.76277,-73.98969,2,770,4
The City Bakery,New York,NY,Bakeries,40.73885,-73.99241,2,1577,3.5
Nom Wah Tea Parlor,New York,NY,Dim Sum,40.71449052,-73.99815386,2,1918,3.5
Taureau,New York,NY,Fondue,40.72452,-74.00569,3,569,4.5
Pippali,New York,NY,Indian,40.74233,-73.98331,2,719,4
Ise Restaurant,New York,NY,Japanese,40.7291024,-73.9900618,2,405,4.5
Earl's Beer & Cheese,New York,NY,Bars,40.78729,-73.95152,2,580,4
Cascalote Latin Bistro,New York,NY,Latin American,40.79271,-73.94069,2,333,4.5
Samba Kitchen,New York,NY,Brazilian,40.76095,-73.99115,2,420,4.5
Topaz Noodle Bar,New York,NY,Thai,40.76444244,-73.97897339,2,606,4
La Parisienne,New York,NY,French,40.70961,-74.0093799,2,387,4.5
Allora Ristorante,New York,NY,Italian,40.75433,-73.97277,3,477,4.5
Giorgio's of Gramercy,New York,NY,Italian,40.73942099,-73.98854256,3,730,4
Grom,New York,NY,Ice Cream & Frozen Yogurt,40.76720671,-73.98128523,2,588,4
Saiguette,New York,NY,Vietnamese,40.79902,-73.96281,2,586,4.5
Peter Luger,Brooklyn,NY,Steakhouses,40.709945,-73.962478,4,5532,4
Divya's Kitchen,New York,NY,Vegan,40.72378,-73.98849,2,325,4.5
San Marzano Pasta Fresca,New York,NY,Italian,40.727989,-73.98845,2,1095,4
Ed's Lobster Bar,New York,NY,Seafood,40.722079,-73.997529,3,934,4
Udon West Midtown,New York,NY,Japanese,40.75354469,-73.97357245,2,988,4
Sotto 13,New York,NY,Italian,40.7372,-73.99919,2,852,4
Sushi By M,New York,NY,Sushi Bars,40.72666,-73.99027,3,296,4.5
Virgil's Real BBQ - Times Square,New York,NY,Barbeque,40.75685,-73.9851,2,1544,3.5
Kenka,New York,NY,Sushi Bars,40.72913,-73.988465,2,1514,3.5
Peacefood Cafe Downtown,New York,NY,Vegan,40.73326709,-73.99297513,2,714,4
Galata Mediterranean Cuisine,New York,NY,Turkish,40.74531,-73.97753,2,327,4.5
Essex,New York,NY,Bars,40.71969755,-73.98739822,3,1938,3.5
Abiko Curry,New York,NY,Japanese Curry,40.74742597,-73.98621794,2,688,4
Sukhumvit 51,New York,NY,Thai,40.75591398,-73.96938679,2,706,4
Billy's Bakery,New York,NY,Bakeries,40.745323,-74.001861,2,1206,3.5
Black Tap - Midtown,New York,NY,Burgers,40.76347,-73.97978,2,1061,4
Raku,New York,NY,Japanese,40.72728,-74.00252,2,302,4.5
Tia Pol,New York,NY,Tapas Bars,40.7473,-74.00481,2,683,4
The Penrose,New York,NY,Gastropubs,40.77553341,-73.95324875,2,1121,4
The Plaza Food Hall,New York,NY,Food Court,40.764223,-73.974561,2,629,4
Pocket Bar NYC,New York,NY,Wine Bars,40.7633645,-73.9922985,2,280,4.5
The Original Buddha Bodai 佛菩提 Kosher Vegetarian Restaurant,New York,NY,Chinese,40.7138543,-73.9989484,2,946,4
Waldy's Wood Fired Pizza & Penne,New York,NY,Pizza,40.7457666,-73.99064025,1,797,4
Stax Ice Cream,New York,NY,Ice Cream & Frozen Yogurt,40.7177,-73.99272,1,386,4.5
Qi,New York,NY,Thai,40.762,-73.98961,2,1203,3.5
Aburiya Kinnosuke,New York,NY,Tapas/Small Plates,40.752583,-73.972274,3,719,4
Cafe Hanamizuki,New York,NY,Cafes,40.7474471,-73.9915989,2,510,4
Egg Shop,New York,NY,Breakfast & Brunch,40.72045747,-73.99525107,2,1065,4
Bird & Branch,New York,NY,Coffee & Tea,40.7603099,-73.99087,2,212,4.5
Bistango,New York,NY,Italian,40.7425771,-73.9800892,2,684,4
Mughlai Grill,New York,NY,Indian,40.7210905,-73.9840446,2,310,4.5
CONES - Artisanal Ice Cream,New York,NY,Ice Cream & Frozen Yogurt,40.7315227,-74.0032698,2,574,4
Junoon,New York,NY,Indian,40.743193,-73.990838,3,1413,3.5
Casa Mono,New York,NY,Spanish,40.73592814,-73.9871551,3,1192,3.5
Extra Virgin,New York,NY,Seafood,40.73539625,-74.00318882,2,1226,3.5
Black Iron Burger,New York,NY,Burgers,40.75427,-73.99031,2,895,4
Giano Restaurant,New York,NY,Italian,40.72622566,-73.9840574,2,562,4.5
Fig & Olive - Meatpacking,New York,NY,Mediterranean,40.74062848,-74.00685944,3,1336,3.5
Shake Shack,New York,NY,Burgers,40.715283,-74.014799,2,922,4
NORMA'S,New York,NY,Breakfast & Brunch,40.76412771,-73.97837952,3,1684,3.5
Joseph Leonard,New York,NY,American (New),40.73360217,-74.00167541,2,648,4
Socarrat Paella Bar - Chelsea,New York,NY,Spanish,40.7427204,-73.9995147,3,1120,4
Tommy Bahama Restaurant | Bar | Store - New York,New York,NY,American (New),40.75538822,-73.97920021,3,573,4
Poco - NYC,New York,NY,Tapas Bars,40.7225107,-73.9829025,2,1513,3.5
Soba Totto,New York,NY,Japanese,40.75122,-73.97317,2,876,4
Ess-A-Bagel,New York,NY,Bagels,40.73420196,-73.98018548,1,835,4
Simple NYC,New York,NY,Poke,40.71821,-73.99223,2,325,4.5
Mom's Kitchen & Bar,New York,NY,Comfort Food,40.76247,-73.9901,2,603,4
Curry-Ya,New York,NY,Japanese,40.72922,-73.98604,2,707,4
Favela Cubana,New York,NY,Cuban,40.72847021,-73.99798393,2,952,4
Ground Central,New York,NY,Coffee & Tea,40.757575,-73.970321,1,622,4
Injera,New York,NY,Ethiopian,40.7370922,-74.0051453,2,563,4
JeJu Noodle Bar,New York,NY,Korean,40.73304,-74.00734,2,444,4.5
Luke's Lobster Upper West Side,New York,NY,Seafood,40.78424,-73.977868,2,674,4
Big Wong,New York,NY,Chinese,40.71624,-73.99842,1,1384,3.5
Ferrara Bakery & Cafe,New York,NY,Bakeries,40.719079,-73.997086,2,1505,3.5
Tuome,New York,NY,American (New),40.72412483,-73.98289063,3,463,4.5
dell'anima,New York,NY,Italian,40.76234,-73.99695,3,626,4
Aureole,New York,NY,American (New),40.75558701,-73.98525316,4,875,4
Otto Enoteca Pizzeria,New York,NY,Italian,40.73206054,-73.99619791,2,2095,3.5
The Greek,New York,NY,Greek,40.7237145,-74.0096166,3,476,4.5
Sons of Essex,New York,NY,American (New),40.720315,-73.987774,2,1195,4
Xian Famous Foods,New York,NY,Chinese,40.747844,-73.983901,2,707,4
Sake Bar Decibel,New York,NY,Bars,40.729299,-73.9878008,2,955,4
Parisi Bakery,New York,NY,Bakeries,40.7211836,-73.9954365,1,397,4.5
Land,New York,NY,Thai,40.78497,-73.9772182,2,1031,4
Rahi,New York,NY,Indian,40.7360271,-74.0005436,3,398,4.5
Alice's Tea Cup,New York,NY,Breakfast & Brunch,40.77802,-73.9787,2,1102,3.5
Kopitiam,New York,NY,Malaysian,40.71387,-73.99091,1,534,4
Seven Grams Caffe,New York,NY,Coffee & Tea,40.74560631,-73.99427754,2,409,4.5
Sofia Wine Bar,New York,NY,Italian,40.75502,-73.96913,2,631,4
The Burrito Box,New York,NY,Mexican,40.76831,-73.98565,1,849,4
Empire Cake,New York,NY,Bakeries,40.74078,-74.00155,2,576,4
Pio Pio 7,New York,NY,Latin American,40.74525,-73.97768,2,805,4
Jack's Wife Freda,New York,NY,Mediterranean,40.729826,-74.003516,2,818,4
Whistle & Fizz,New York,NY,Cafes,40.73071002,-73.99436257,1,143,5
The Meatball Shop,New York,NY,Italian,40.7459138,-74.0015369,2,855,4
Cafe Himalaya,New York,NY,Himalayan/Nepalese,40.7232289,-73.98794412,1,606,4
Greecologies,New York,NY,Juice Bars & Smoothies,40.720387,-73.996581,2,405,4.5
Hummus Kitchen,New York,NY,Mediterranean,40.77636504,-73.95296934,2,775,4
Menkui-Tei,New York,NY,Ramen,40.76326,-73.97706,2,1040,3.5
Sarabeth's,New York,NY,Breakfast & Brunch,40.76516037,-73.97551997,2,1774,3.5
Ample Hills Creamery,New York,NY,Desserts,40.76239719,-73.99700232,2,341,4.5
Galli,New York,NY,Italian,40.72161,-74.00127,2,884,4
The Jolly Goat Coffee Bar,New York,NY,Coffee & Tea,40.76330106,-73.99419283,1,328,4.5
Jing Fong Restaurant,New York,NY,Dim Sum,40.71595524,-73.99718311,2,2271,3.5
The Winslow,New York,NY,Pubs,40.73277664,-73.98521423,2,505,4.5
Spice Symphony,New York,NY,Chinese,40.75589371,-73.97153473,2,421,4.5
Joey Bats Café,New York,NY,Desserts,40.72006,-73.99037,1,211,5
Barney Greengrass,New York,NY,Specialty Food,40.78793083,-73.97450547,2,717,4
SalaThai Restaurant,New York,NY,Thai,40.7801199,-73.98032,2,263,4.5
Hi-Collar,New York,NY,Japanese,40.72930773,-73.9859368,2,550,4
Otto's Tacos,New York,NY,Tacos,40.72912895,-73.9875403,1,742,4
Ravagh Persian Grill,New York,NY,Middle Eastern,40.74564,-73.9855,2,744,4
Rasa,New York,NY,Malaysian,40.7327654,-73.9975674,2,668,4
Da Gennaro,New York,NY,Italian,40.71832,-73.99794,2,895,4
The Breslin Bar & Dining Room,New York,NY,Gastropubs,40.7457012,-73.9878543,3,1559,3.5
Jin Ramen - West Harlem,New York,NY,Ramen,40.8154774,-73.9587672,2,1024,4
Bouchon Bakery,New York,NY,Bakeries,40.75822323,-73.97881059,2,765,4
The Doughnut Project,New York,NY,Donuts,40.731151,-74.003547,1,434,4
Sullivan Street Bakery,New York,NY,Bakeries,40.76366,-73.994716,2,483,4
Sushi Of Gari,New York,NY,Sushi Bars,40.77137,-73.95275,4,610,4
Nishida Sho-ten,New York,NY,Ramen,40.753969,-73.968722,2,721,4
Ruth's Chris Steak House,New York,NY,Steakhouses,40.761438,-73.982329,3,900,4
Pocha 32,New York,NY,Bars,40.74752457,-73.98626268,2,1440,3.5
Pause Cafe,New York,NY,Moroccan,40.72123,-73.98408,1,374,4.5
Jin Ramen,New York,NY,Ramen,40.78534,-73.97695,2,840,4
Benson's NYC,New York,NY,American (New),40.7218302,-73.9866963,2,368,4.5
Madame Vo,New York,NY,Vietnamese,40.72925,-73.98612,2,723,4
Dirt Candy,New York,NY,Vegetarian,40.7179075,-73.9907183,3,622,4
MO Gelato,New York,NY,Gelato,40.72061799,-73.99673,1,342,4.5
Ramen Misoya,New York,NY,Ramen,40.7285309,-73.988121,2,889,4
ABC Cocina,New York,NY,Tapas/Small Plates,40.73796998,-73.9892807,3,875,4
Sylvia's Restaurant,New York,NY,Southern,40.808609,-73.944404,2,1769,3.5
Lil' Frankie's,New York,NY,Pizza,40.723625,-73.988555,2,1043,4
Momofuku Ko,New York,NY,American (New),40.724776,-73.991682,4,289,4.5
Stone Bridge Pizza & Salad,New York,NY,Pizza,40.75225,-73.98061,2,252,4.5
Tartine,New York,NY,French,40.7362899,-74.00344,2,965,4
Balade - Your Way,New York,NY,Lebanese,40.75242996,-73.98872375,2,341,4.5
Beyoglu,New York,NY,Turkish,40.7754199,-73.9562399,2,1117,4
Barbounia,New York,NY,Greek,40.7382,-73.98804,3,1214,3.5
Taboon,New York,NY,Middle Eastern,40.76610522,-73.99098937,3,632,4
Lady M Cake Boutique,New York,NY,Desserts,40.752722,-73.9836459,2,1154,3.5
Cheese Grille,New York,NY,American (Traditional),40.7219115,-73.9886709,2,546,4
Cha Cha Matcha,New York,NY,Coffee & Tea,40.720066,-73.996261,2,867,4
Stick With Me,New York,NY,Chocolatiers & Shops,40.72139,-73.99545,3,247,4.5
Xi'an Famous Foods,New York,NY,Chinese,40.715082,-73.997342,1,968,4
Baker & Co,New York,NY,Italian,40.7313423,-74.0028996,2,604,4
Eggloo,New York,NY,Desserts,40.71554973,-73.99939246,1,882,4
Atoboy,New York,NY,Korean,40.74364,-73.98456,3,321,4.5
Ten Degrees Bar,New York,NY,Gastropubs,40.72692,-73.98342,2,820,4
LuAnne's Wild Ginger All-Asian Vegan,New York,NY,Asian Fusion,40.7204631,-73.9964956,2,637,4
Avra Estiatorio,New York,NY,Seafood,40.75513,-73.97245,3,838,4
Dafni Greek Taverna,New York,NY,Greek,40.75788,-73.99092,2,929,4
Piccola Cucina Osteria,New York,NY,Italian,40.72506,-74.00322,2,476,4.5
Zutto Japanese American Pub,New York,NY,Sushi Bars,40.71847,-74.00903,2,864,4
District Social,New York,NY,Bars,40.75369,-73.99136,2,638,4
Pasticceria Rocco,New York,NY,Bakeries,40.73083,-74.00265,2,996,4
Manhatta,New York,NY,American (New),40.70797,-74.0088899,4,370,4.5
The Cellar,New York,NY,Wine Bars,40.73889,-73.9897,2,654,4
Wo Hop,New York,NY,Chinese,40.7142239,-73.99886917,2,1379,3.5
Boulud Sud,New York,NY,Mediterranean,40.77186142,-73.98162561,3,718,4
Lolo's Seafood Shack,New York,NY,Seafood,40.80486,-73.95567,2,670,4
Blue Ribbon Sushi Bar & Grill - New York,New York,NY,Sushi Bars,40.7674948,-73.98319789,3,736,4
The Campbell,New York,NY,Cocktail Bars,40.752758,-73.977914,3,873,4
Tamarind,New York,NY,Indian,40.71909,-74.00892,3,875,4
Pure Ktchn,New York,NY,Salad,40.76053,-73.98992,2,266,4.5
B Squared,New York,NY,Italian,40.7615509,-73.9906616,2,402,4.5
Cocoron,New York,NY,Japanese,40.7207236,-73.9953191,2,617,4
15 East Restaurant,New York,NY,Japanese,40.7363799,-73.99213,4,625,4
Rosa Mexicano,New York,NY,Mexican,40.7382,-73.99083,2,1463,3.5
Lady M Cake Boutique,New York,NY,Desserts,40.764427,-73.974562,2,491,4
Mughlai Indian Cuisine,New York,NY,Indian,40.78002,-73.94978,2,434,4.5
The Rag Trader & Bo Peep Cocktail and Highball Store,New York,NY,Bars,40.75059,-73.98628,2,366,4.5
The Flying Cock,New York,NY,Pubs,40.745296,-73.978073,2,496,4
The Musket Room,New York,NY,American (New),40.72392,-73.99378,3,428,4.5
Ikinari Steak East Village,New York,NY,Steakhouses,40.73088,-73.98968,2,746,4
Tim Ho Wan,New York,NY,Dim Sum,40.73168,-73.99007,2,1592,3.5
Tofu Tofu,New York,NY,Korean,40.71762995,-73.99543013,2,293,4.5
Wok Wok,New York,NY,Chinese,40.71406,-73.99883,2,869,4
Angelo's Coal Oven Pizzeria,New York,NY,Pizza,40.76492,-73.97794,2,824,4
Ellen's Stardust Diner,New York,NY,Diners,40.76184008,-73.98355023,2,1766,3.5
Daily Provisions,New York,NY,Cafes,40.73768,-73.9876685,2,352,4.5
H&H Bagels,New York,NY,Bagels,40.77444,-73.95447,1,748,4
Ofrenda,New York,NY,Mexican,40.73391,-74.00242,2,947,4
Little Pie Company,New York,NY,Bakeries,40.75949,-73.99332,2,672,4
Izakaya NoMad,New York,NY,Gastropubs,40.74409,-73.98945,2,652,4
Klong,New York,NY,Thai,40.729507,-73.989181,2,1065,3.5
Patrizia's Pizza and Pasta,New York,NY,Italian,40.7398415,-73.9792862,2,544,4
Motorino,New York,NY,Pizza,40.73039,-73.98381,2,1075,3.5
International Wings Factory,New York,NY,Chicken Wings,40.78018345,-73.94675427,2,417,4.5
Ladurée SoHo,New York,NY,Tea Rooms,40.7243939,-74.00248851,3,1432,3.5
Thai Market,New York,NY,Thai,40.80132,-73.96529,2,981,4
Xi'an Famous Foods,New York,NY,Chinese,40.77197,-73.95452,1,487,4
Hanoi House,New York,NY,Vietnamese,40.72698,-73.98357,2,449,4
Don Angie,New York,NY,Italian,40.73778,-74.00197,3,268,4.5
Hummus Place,New York,NY,Vegetarian,40.780044,-73.98027,2,599,4
Catch NYC,New York,NY,Asian Fusion,40.740234,-74.006342,3,2195,3.5
Benito One,New York,NY,Italian,40.72001885,-73.99694122,2,684,4
Zibetto Espresso Bar,New York,NY,Coffee & Tea,40.76392328,-73.97760435,1,412,4
Bolivian Llama Party,New York,NY,Food Stands,40.694983,-73.991036,1,324,4.5
Tomi Jazz,New York,NY,Japanese,40.75725,-73.96774,2,413,4
Luke's Lobster Plaza Food Hall,New York,NY,Seafood,40.76465054,-73.97435612,2,438,4
Amor y Amargo,New York,NY,Cocktail Bars,40.72572,-73.98428,2,449,4
Quantum Leap,New York,NY,Vegetarian,40.72916,-73.99874,2,659,4
Big Gay Ice Cream Shop,New York,NY,Desserts,40.73327067,-74.003248,1,1146,3.5
Rocco Steakhouse,New York,NY,American (Traditional),40.7438607,-73.9861214,3,319,4.5
Boba Guys,New York,NY,Bubble Tea,40.71897,-74.00102,1,405,4.5
99 Favor Taste,New York,NY,Hot Pot,40.728833,-73.988094,2,547,4
